pickup_date,trip_volume,avg_fare,avg_distance,avg_tip,trip_volume_7day_avg
2024-09-14,102382,19.07962532476412,3.2320189095739487,3.392692270125608,101054.14285714286
2024-09-15,86440,22.12289750115687,4.114324849606663,3.9077287135585377,100699.0
2024-09-16,92215,20.808749552675813,3.77991313777585,3.8690717345334273,100627.0
2024-09-17,108524,19.70554227636283,3.299918359072648,3.768659835612399,101556.57142857143
2024-09-18,113580,20.01066640253566,3.306114456770558,3.860560045782708,103157.0
2024-09-19,117295,20.68720653054265,3.402785796496014,3.9304073489918583,103417.14285714286
2024-09-20,110367,20.456182373354356,3.4680111808783423,3.807758840957895,104400.42857142857
2024-09-21,107741,19.94742363631301,3.271421000361979,3.552465078289602,105166.0
2024-09-22,94991,22.002454864145022,4.038619448158246,4.002929435420198,106387.57142857143
2024-09-23,94799,21.939645882340532,3.7467980674901638,4.055759976371059,106756.71428571429
2024-09-24,98279,21.315543198445244,3.443567089612227,4.017062648175093,105293.14285714286
2024-09-25,104943,21.370698569699744,3.454737333600145,4.080525713959006,104059.28571428571
2024-09-26,113349,21.57001702705802,3.492924948610045,4.112362349910454,103495.57142857143
2024-09-27,106034,20.187033687307846,3.4846395495784375,3.7874942942829657,102876.57142857143
2024-09-28,115688,18.568441757139894,3.0490938558882514,3.376843925039762,104011.85714285714
2024-09-29,94814,20.382813403083933,3.8314958761364357,3.747761301073681,103986.57142857143
2024-09-30,93584,20.995064327235426,3.849816955889896,3.894930329970935,103813.0
